Name,Price,Location,Year,Condition,Km,Origin,Style,Manufacture,Color,Seat,Window
Ford Everest Titanium 2.0L 4x4 AT - 2021,1009,TP HCM,2021.0,Xe đã dùng,24000.0,Nhập khẩu,SUV,Dầu,Đỏ,7.0,5.0
Toyota Raize G 1.0 CVT - 2021,515,Hà Nội,2021.0,Xe đã dùng,40000.0,Nhập khẩu,SUV,Xăng,Trắng,5.0,5.0
Nissan Sunny 1.5MT - 2013,155,Hà Nội,2013.0,Xe đã dùng,80000.0,Lắp ráp trong nước,Sedan,Xăng,Đen,5.0,4.0
Peugeot 2008 Active 1.2 AT - 2021,610,Hà Nội,2021.0,Xe đã dùng,65000.0,Lắp ráp trong nước,Crossover,Xăng,Xanh,5.0,5.0
Lexus RX 300 - 2021,2999,Hà Nội,2021.0,Xe đã dùng,20000.0,Nhập khẩu,SUV,Xăng,Trắng,5.0,5.0
Mitsubishi Outlander Premium 2.0 CVT - 2021,738,Hà Nội,2021.0,Xe đã dùng,19000.0,Lắp ráp trong nước,SUV,Xăng,Trắng,7.0,5.0
Ford Escape XLS 2.3L 4x2 AT - 2010,265,Hà Nội,2010.0,Xe đã dùng,18500.0,Lắp ráp trong nước,SUV,Xăng,Đỏ,5.0,5.0
Gaz Gazele Next Van 2.8 MT - 2020,510,TP HCM,2020.0,Xe đã dùng,160000.0,Nhập khẩu,Van/Minivan,Dầu,Trắng,3.0,4.0
VinFast Fadil 1.4 AT - 2021,315,Hà Nội,2021.0,Xe đã dùng,50000.0,Lắp ráp trong nước,Hatchback,Xăng,Ghi,5.0,5.0
Mercedes Benz C class C250 Exclusive - 2016,699,Hà Nội,2016.0,Xe đã dùng,70000.0,Lắp ráp trong nước,Sedan,Xăng,Trắng,5.0,4.0
Toyota Vios 1.5G - 2014,335,Hà Nội,2014.0,Xe đã dùng,88650.0,Lắp ráp trong nước,Sedan,Xăng,Bạc,5.0,4.0
Toyota Corolla Cross 1.8V - 2022,825,Hà Nội,2022.0,Xe đã dùng,12000.0,Nhập khẩu,SUV,Xăng,Đỏ,5.0,5.0
Ford Everest 2.5L 4x2 AT - 2013,398,TP HCM,2013.0,Xe đã dùng,98000.0,Lắp ráp trong nước,SUV,Dầu,Cát,7.0,5.0
Ford Focus Trend 1.5L - 2019,399,Hà Nội,2019.0,Xe đã dùng,70000.0,Lắp ráp trong nước,Hatchback,Xăng,Đỏ,5.0,5.0
Honda CRV 2.0 AT - 2014,520,TP HCM,2014.0,Xe đã dùng,14500.0,Lắp ráp trong nước,SUV,Xăng,Trắng,5.0,5.0
Honda City RS 1.5 AT - 2022,529,Hà Nội,2022.0,Xe đã dùng,23000.0,Lắp ráp trong nước,Sedan,Xăng,Đỏ,5.0,4.0
Daewoo Lacetti SE - 2011,235,Hà Nội,2011.0,Xe đã dùng,60000.0,Nhập khẩu,Sedan,Xăng,Ghi,5.0,4.0
Mercedes Benz E class E180 - 2021,1480,TP HCM,2021.0,Xe đã dùng,20999.0,Lắp ráp trong nước,Sedan,Xăng,Đen,5.0,4.0
Toyota Hilux 2.4L 4x2 AT - 2021,675,Hà Nội,2021.0,Xe đã dùng,52000.0,Nhập khẩu,Bán tải / Pickup,Dầu,Bạc,5.0,4.0
Toyota Vios 1.5E - 2016,280,Hà Nội,2016.0,Xe đã dùng,108963.0,Lắp ráp trong nước,Sedan,Xăng,Đen,5.0,4.0
Ford Focus 1.8 AT - 2012,258,TP HCM,2012.0,Xe đã dùng,50000.0,Lắp ráp trong nước,Hatchback,Xăng,Đỏ,5.0,5.0
Lexus LS 460L - 2007,599,Hà Nội,2007.0,Xe đã dùng,78000.0,Nhập khẩu,Sedan,Xăng,Đen,5.0,4.0
Mercedes Benz C class C300 AMG - 2021,1330,TP HCM,2021.0,Xe đã dùng,47000.0,Lắp ráp trong nước,Sedan,Xăng,Đen,5.0,4.0
Hyundai i10 1.2 AT - 2022,395,Hà Nội,2022.0,Xe đã dùng,10000.0,Lắp ráp trong nước,Hatchback,Xăng,Trắng,5.0,5.0
Hyundai i10 Grand 1.2 MT Base - 2016,200,TP HCM,2016.0,Xe đã dùng,70000.0,Nhập khẩu,Sedan,Xăng,Trắng,5.0,4.0
LandRover Range Rover Sport HSE - 2009,600,Hà Nội,2009.0,Xe đã dùng,70000.0,Nhập khẩu,SUV,Xăng,Trắng,5.0,5.0
Mazda 3 1.5L Luxury - 2020,535,TP HCM,2020.0,Xe đã dùng,40000.0,Lắp ráp trong nước,Sedan,Xăng,Trắng,5.0,4.0
Ssangyong Tivoli 1.6 AT 2WD - 2016,439,Hà Nội,2016.0,Xe đã dùng,57000.0,Nhập khẩu,SUV,Xăng,Xanh,5.0,5.0
Toyota Sienna Limited 3.5 AWD - 2016,1889,Hà Nội,2016.0,Xe đã dùng,0.0,Nhập khẩu,Van/Minivan,Xăng,Trắng,7.0,5.0
Mercedes Benz Maybach S450 4Matic - 2022,7999,Hà Nội,2022.0,Xe đã dùng,0.0,Nhập khẩu,Sedan,Xăng,Đen,5.0,4.0
Toyota Vios 1.5E - 2017,299,TP HCM,2017.0,Xe đã dùng,113000.0,Lắp ráp trong nước,Sedan,Xăng,Vàng,5.0,4.0
Toyota Land Cruiser GX 4.5 - 2002,255,Hà Nội,2002.0,Xe đã dùng,50000.0,Nhập khẩu,SUV,Xăng,Bạc,8.0,5.0
Suzuki Swift RS - 2016,340,Hà Nội,2016.0,Xe đã dùng,30000.0,Lắp ráp trong nước,Hatchback,Xăng,Vàng,5.0,5.0
Honda City 1.5 - 2018,410,Hà Nội,2018.0,Xe đã dùng,80000.0,Lắp ráp trong nước,Sedan,Xăng,Trắng,5.0,4.0
Mazda CX5 2.5 AT - 2016,549,Hà Nội,2016.0,Xe đã dùng,66000.0,Lắp ráp trong nước,SUV,Xăng,Đen,5.0,5.0
Hyundai Accent 1.4 AT Đặc Biệt - 2023,515,Hà Nội,2023.0,Xe đã dùng,20000.0,Lắp ráp trong nước,Sedan,Xăng,Trắng,5.0,4.0
Hyundai i10 Grand 1.2 AT - 2015,290,Hà Nội,2015.0,Xe đã dùng,110000.0,Nhập khẩu,Hatchback,Xăng,Trắng,5.0,5.0
Lexus LX 570 Super Sport - 2018,6350,Hà Nội,2018.0,Xe đã dùng,43000.0,Nhập khẩu,SUV,Xăng,Đen,7.0,5.0
Mazda CX5 Premium 2.0 AT - 2022,828,Hà Nội,2022.0,Xe đã dùng,15000.0,Lắp ráp trong nước,SUV,Xăng,Đỏ,5.0,5.0
Toyota Innova 2.0V - 2017,565,Hà Nội,2017.0,Xe đã dùng,49000.0,Lắp ráp trong nước,Crossover,Xăng,Bạc,7.0,5.0
Hyundai Accent 1.4 AT Đặc Biệt - 2023,525,Hà Nội,2023.0,Xe đã dùng,11000.0,Lắp ráp trong nước,Sedan,Xăng,Trắng,5.0,4.0
Hyundai SantaFe Premium 2.2L HTRAC - 2020,940,Hà Nội,2020.0,Xe đã dùng,85000.0,Lắp ráp trong nước,SUV,Dầu,Trắng,7.0,5.0
Kia Sportage Signature 2.0D - 2022,915,Hà Nội,2022.0,Xe đã dùng,0.0,Lắp ráp trong nước,Crossover,Dầu,Xanh,5.0,5.0
Mitsubishi Xpander 1.5 AT - 2022,559,Hà Nội,2022.0,Xe đã dùng,26000.0,Nhập khẩu,SUV,Xăng,Bạc,7.0,5.0
Mazda 3 1.5L Luxury - 2022,595,Hà Nội,2022.0,Xe đã dùng,16000.0,Lắp ráp trong nước,Sedan,Xăng,Đỏ,5.0,4.0
Ford Everest Titanium 2.0L 4x2 AT - 2022,1199,Hà Nội,2022.0,Xe đã dùng,36000.0,Nhập khẩu,SUV,Dầu,Cam,7.0,5.0
Honda Civic RS 1.5 AT - 2022,799,TP HCM,2022.0,Xe đã dùng,9000.0,Nhập khẩu,Sedan,Xăng,Đỏ,5.0,4.0
Mitsubishi Mirage 1.2 CVT - 2018,299,Hà Nội,2018.0,Xe đã dùng,59650.0,Nhập khẩu,Hatchback,Xăng,Bạc,5.0,5.0
Mitsubishi Outlander 2.0 STD - 2016,489,Hà Nội,2016.0,Xe đã dùng,88000.0,Nhập khẩu,SUV,Xăng,Nâu,5.0,5.0
Toyota Corolla Cross 1.8V - 2022,799,Hà Nội,2022.0,Xe đã dùng,55000.0,Nhập khẩu,SUV,Xăng,Nâu,5.0,5.0
Hyundai SantaFe Premium 2.2L HTRAC - 2020,938,Hà Nội,2020.0,Xe đã dùng,23000.0,Lắp ráp trong nước,SUV,Dầu,Xanh,7.0,5.0
Toyota Vios Limo - 2005,75,Hà Nội,2005.0,Xe đã dùng,0.0,Lắp ráp trong nước,Sedan,Xăng,Đen,5.0,4.0
Hyundai Accent 1.4 AT Đặc Biệt - 2022,482,Hà Nội,2022.0,Xe đã dùng,0.0,Lắp ráp trong nước,Sedan,Xăng,Đỏ,5.0,4.0
Mercedes Benz GLB 200 AMG - 2022,2099,TP HCM,2022.0,Xe đã dùng,50.0,Nhập khẩu,SUV,Xăng,Trắng,7.0,5.0
Toyota Vios 1.5 AT - 2008,250,Hà Nội,2008.0,Xe đã dùng,0.0,Nhập khẩu,Sedan,Xăng,Vàng,5.0,4.0
Hyundai Elantra 1.6 AT - 2020,510,Hà Nội,2020.0,Xe đã dùng,0.0,Lắp ráp trong nước,Sedan,Xăng,Trắng,5.0,4.0
Mazda 6 2.0 AT - 2020,666,Hà Nội,2020.0,Xe đã dùng,20000.0,Lắp ráp trong nước,Sedan,Xăng,Trắng,5.0,4.0
Ford Ranger Raptor 2.0L 4x4 AT - 2022,965,TP HCM,2022.0,Xe đã dùng,25000.0,Nhập khẩu,Bán tải / Pickup,Dầu,Xanh,5.0,4.0
Mazda BT50 2.2L 4x2 AT - 2015,335,Hà Nội,2015.0,Xe đã dùng,0.0,Nhập khẩu,Bán tải / Pickup,Dầu,Đen,5.0,4.0
Mazda CX5 2.5 AT 2WD - 2018,655,Hà Nội,2018.0,Xe đã dùng,39000.0,Lắp ráp trong nước,SUV,Xăng,Trắng,5.0,5.0
Toyota Wigo 1.2G AT - 2019,315,Hà Nội,2019.0,Xe đã dùng,42000.0,Nhập khẩu,Hatchback,Xăng,Đỏ,5.0,5.0
Mazda 3 1.5 AT - 2017,390,TP HCM,2017.0,Xe đã dùng,80000.0,Lắp ráp trong nước,Sedan,Xăng,Đỏ,5.0,4.0
Mercedes Benz E class E200 Exclusive - 2021,1770,Hà Nội,,,,,,,,,
Hyundai Getz 1.1 MT - 2010,125,Hà Nội,,,,,,,,,
Ford Focus 1.8 MT - 2010,195,Hà Nội,,,,,,,,,
Ford EcoSport Titanium 1.5L AT - 2017,385,TP HCM,,,,,,,,,
Honda CRV 2.4 AT - 2009,319,Hà Nội,,,,,,,,,
Ford Ranger XLS 2.0L 4x4 AT - 2022,685,TP HCM,,,,,,,,,
Lexus LX 570 - 2010,1690,Hà Nội,,,,,,,,,
Mercedes Benz GLC 300 4Matic - 2020,1695,Hà Nội,,,,,,,,,
Nissan Grand livina 1.8 AT - 2011,245,TP HCM,,,,,,,,,
BMW X6 xDrive35i - 2012,799,TP HCM,,,,,,,,,
Mercedes Benz C class C250 CGI - 2010,280,Hà Nội,,,,,,,,,
Suzuki XL7 Sport Limited 1.5 AT - 2022,545,Hà Nội,,,,,,,,,
Kia Cerato 1.6 AT Luxury - 2019,499,Hà Nội,,,,,,,,,
Ford Ranger Raptor 2.0L 4x4 AT - 2019,886,TP HCM,,,,,,,,,
Ford Everest Titanium 2.0L 4x2 AT - 2021,975,Hà Nội,,,,,,,,,
Mazda CX5 Deluxe 2.0 AT - 2021,720,Hà Nội,,,,,,,,,
Mazda 3 1.5L Luxury - 2022,608,Hà Nội,,,,,,,,,
Ford Mustang 2.3 EcoBoost Fastback - 2019,1999,TP HCM,,,,,,,,,
BMW 5 Series 530i M Sport - 2022,2499,TP HCM,,,,,,,,,
Hyundai SantaFe Premium 2.4L HTRAC - 2019,840,TP HCM,,,,,,,,,
Mazda 6 2.5L Premium - 2017,510,Hà Nội,,,,,,,,,
Hyundai SantaFe Premium 2.2L HTRAC - 2019,885,Hà Nội,,,,,,,,,
Toyota Fortuner 2.4L 4x2 AT - 2022,1020,Hà Nội,,,,,,,,,
Bentley Flying Spur V8 - 2021,14500,Hà Nội,,,,,,,,,
Suzuki APV GLX 1.6 AT - 2006,150,Hà Nội,,,,,,,,,
Toyota Innova E 2.0 MT - 2022,690,TP HCM,,,,,,,,,
Mazda CX8 Luxury - 2021,839,Hà Nội,,,,,,,,,
Ford Ranger XLS 2.2L 4x2 AT - 2019,525,Hà Nội,,,,,,,,,
VinFast Fadil 1.4 AT Plus - 2020,320,Hà Nội,,,,,,,,,
Hyundai i10 1.2 AT - 2022,399,Hà Nội,,,,,,,,,
Toyota Vios 1.5G - 2012,309,Hà Nội,,,,,,,,,
Kia Morning Si AT - 2016,260,TP HCM,,,,,,,,,
Toyota Fortuner 2.4L 4x2 AT - 2022,1050,Hà Nội,,,,,,,,,
Lexus RX 300 - 2022,3150,Hà Nội,,,,,,,,,
Lexus ES 250 - 2020,2096,Hà Nội,,,,,,,,,
Lexus LS 460L - 2011,1486,Hà Nội,,,,,,,,,
Lexus RX 300 - 2020,2850,Hà Nội,,,,,,,,,
VinFast VF8 Plus - 2022,895,Hà Nội,,,,,,,,,
VinFast VF8 Eco - 2023,785,Hà Nội,,,,,,,,,
Lexus ES 250 - 2021,2250,Hà Nội,,,,,,,,,
VinFast Lux A 2.0 Premium 2.0 AT - 2020,640,Hà Nội,,,,,,,,,
Porsche Panamera 2.9 V6 - 2020,4380,TP HCM,,,,,,,,,
Daewoo Magnus 2.5 AT - 2005,86,TP HCM,,,,,,,,,
Kia Sorento Signature 2.5 AT AWD - 2022,1020,Hà Nội,,,,,,,,,
Mazda CX5 2.0 Premium - 2020,745,Hà Nội,,,,,,,,,
BMW 7 Series 730Li - 2014,1450,TP HCM,,,,,,,,,
Toyota Corolla altis 1.8G AT - 2016,468,Hà Nội,,,,,,,,,
Audi Q7 3.6 AT - 2008,425,Hà Nội,,,,,,,,,
Toyota Veloz Cross 1.5 CVT - 2024,645,Hà Nội,,,,,,,,,
Kia Cerato 2.0 AT Premium - 2019,490,Hà Nội,,,,,,,,,
Honda Civic RS 1.5 AT - 2023,829,Hà Nội,,,,,,,,,
Kia Sorento Premium 2.2 AT AWD - 2022,980,Hà Nội,,,,,,,,,
Hyundai i10 Grand 1.2 MT - 2020,285,Hà Nội,,,,,,,,,
Daewoo Lacetti EX 1.6 MT - 2005,76,Hà Nội,,,,,,,,,
Volvo XC90 T6 Inscription - 2016,1750,Hà Nội,,,,,,,,,
Ford Mustang EcoBoost Fastback - 2018,1920,Hà Nội,,,,,,,,,
Toyota Vios 1.5E - 2010,235,Hà Nội,,,,,,,,,
Mitsubishi Attrage Premium 1.2 CVT - 2021,380,Hà Nội,,,,,,,,,
Mercedes Benz E class E250 - 2013,585,Hà Nội,,,,,,,,,
Ford Ranger Wildtrak 3.2L 4x4 AT - 2016,539,Hà Nội,,,,,,,,,
Chevrolet Aveo LTZ 1.4 AT - 2017,250,Hà Nội,,,,,,,,,
Lexus RX 350 - 2021,3650,Hà Nội,,,,,,,,,
Kia Soluto 1.4 AT Deluxe - 2021,365,Hà Nội,,,,,,,,,
Bentley Flying Spur W12 - 2013,4380,Hà Nội,,,,,,,,,
Toyota Vios 1.5 MT - 2011,137,Hà Nội,,,,,,,,,
Mazda CX8 Premium - 2022,985,Hà Nội,2022.0,Xe đã dùng,18000.0,Lắp ráp trong nước,SUV,Xăng,Xanh,7.0,5.0
Toyota Fortuner 2.7L 4x2 AT - 2022,1020,Hà Nội,2022.0,Xe đã dùng,18000.0,Nhập khẩu,SUV,Xăng,Trắng,7.0,5.0
Suzuki Super Carry Truck 1.0 MT - 2020,190,Hà Nội,2020.0,Xe đã dùng,63000.0,Lắp ráp trong nước,Truck,Xăng,Trắng,2.0,2.0
Isuzu Dmax LS 3.0 4x2 MT - 2007,175,Hà Nội,2007.0,Xe đã dùng,160000.0,Lắp ráp trong nước,Bán tải / Pickup,Dầu,Đen,5.0,4.0
Mazda 3 2.0 AT - 2010,260,Hà Nội,2010.0,Xe đã dùng,91286.0,Nhập khẩu,Sedan,Xăng,Trắng,5.0,4.0
Mercedes Benz GLC 200 4Matic - 2020,1459,TP HCM,2020.0,Xe đã dùng,45000.0,Lắp ráp trong nước,SUV,Xăng,Đỏ,5.0,5.0
Nissan X trail 2.5 SV 4WD - 2017,569,TP HCM,2017.0,Xe đã dùng,63000.0,Lắp ráp trong nước,SUV,Xăng,Đen,7.0,5.0
Toyota Innova 2.0E - 2016,468,Hà Nội,2016.0,Xe đã dùng,100000.0,Lắp ráp trong nước,Crossover,Xăng,Nâu,8.0,5.0
Mazda CX3 Luxury 1.5 AT - 2022,585,Hà Nội,2022.0,Xe đã dùng,0.0,Nhập khẩu,Crossover,Xăng,Trắng,5.0,5.0
Toyota Innova E 2.0 MT - 2022,685,TP HCM,2022.0,Xe đã dùng,39000.0,Lắp ráp trong nước,Crossover,Xăng,Bạc,8.0,5.0
Mazda CX5 Premium 2.0 AT - 2022,820,Hà Nội,2022.0,Xe đã dùng,30000.0,Lắp ráp trong nước,SUV,Xăng,Trắng,5.0,5.0
Lexus RX 350 AWD - 2010,850,Hà Nội,2010.0,Xe đã dùng,0.0,Nhập khẩu,SUV,Xăng,Trắng,5.0,5.0
Mitsubishi Attrage 1.2 MT Eco - 2018,245,Hà Nội,2018.0,Xe đã dùng,70000.0,Nhập khẩu,Sedan,Xăng,Đỏ,5.0,4.0
Mercedes Benz GLC 300 4Matic - 2018,1180,Hà Nội,2018.0,Xe đã dùng,65000.0,Lắp ráp trong nước,SUV,Xăng,Đen,5.0,5.0
Hyundai Accent 1.4 AT Đặc Biệt - 2021,469,TP HCM,2021.0,Xe đã dùng,14000.0,Lắp ráp trong nước,Sedan,Xăng,Đen,5.0,4.0
Toyota Innova 2.0 Venturer - 2019,660,TP HCM,2019.0,Xe đã dùng,56000.0,Lắp ráp trong nước,Crossover,Xăng,Trắng,8.0,5.0
Lexus LX 570 - 2015,2850,Hà Nội,2015.0,Xe đã dùng,99000.0,Nhập khẩu,SUV,Xăng,Đen,7.0,5.0
Mazda 3 1.5L Luxury - 2020,610,Hà Nội,2020.0,Xe đã dùng,17000.0,Lắp ráp trong nước,Sedan,Xăng,Trắng,5.0,4.0
Mercedes Benz Maybach S450 4Matic - 2017,3799,Hà Nội,2017.0,Xe đã dùng,60000.0,Nhập khẩu,Sedan,Xăng,Đen,5.0,4.0
Honda CRV 2.4 AT - 2013,470,Hà Nội,2013.0,Xe đã dùng,99000.0,Lắp ráp trong nước,SUV,Xăng,Trắng,5.0,5.0
Mercedes Benz GLC 300 4Matic - 2021,1918,TP HCM,2021.0,Xe đã dùng,21000.0,Lắp ráp trong nước,SUV,Xăng,Đen,5.0,5.0
Porsche Cayenne 3.6 V6 - 2011,1200,Hà Nội,2011.0,Xe đã dùng,65000.0,Nhập khẩu,SUV,Xăng,Đen,5.0,5.0
Isuzu Dmax LS 1.9L 4x2 AT - 2022,575,Hà Nội,2022.0,Xe đã dùng,55000.0,Nhập khẩu,Bán tải / Pickup,Dầu,Trắng,5.0,4.0
Mazda CX5 2.5 AT 2WD - 2017,565,Hà Nội,2017.0,Xe đã dùng,58000.0,Lắp ráp trong nước,SUV,Xăng,Trắng,5.0,5.0
Ford Everest Titanium 2.0L 4x2 AT - 2021,980,Hà Nội,2021.0,Xe đã dùng,40000.0,Nhập khẩu,SUV,Dầu,Đen,7.0,5.0
Toyota Innova 2.0E - 2019,580,TP HCM,2019.0,Xe đã dùng,84973.0,Lắp ráp trong nước,Crossover,Xăng,Bạc,8.0,5.0
Mini Cooper 3Dr - 2017,930,Hà Nội,2017.0,Xe đã dùng,40000.0,Nhập khẩu,Coupe,Xăng,Đỏ,4.0,3.0
BMW 5 Series 520i - 2012,525,Hà Nội,2012.0,Xe đã dùng,86000.0,Nhập khẩu,Sedan,Xăng,Vàng,5.0,4.0
Mitsubishi Triton 4x2 AT Mivec - 2019,515,Hà Nội,2019.0,Xe đã dùng,68000.0,Nhập khẩu,Bán tải / Pickup,Dầu,Nâu,5.0,4.0
Ford Ranger XLS 2.2L 4x2 AT - 2017,459,Hà Nội,2017.0,Xe đã dùng,70000.0,Nhập khẩu,Bán tải / Pickup,Dầu,Ghi,5.0,4.0
Toyota Alphard Luxury Executive Lounge - 2022,3950,Hà Nội,2022.0,Xe đã dùng,30000.0,Nhập khẩu,Van/Minivan,Xăng,Đen,7.0,5.0
Porsche Cayenne 3.6 V6 - 2013,1268,TP HCM,2013.0,Xe đã dùng,73000.0,Nhập khẩu,SUV,Xăng,Vàng,5.0,5.0
Mercedes Benz S class S400L - 2014,1280,Hà Nội,2014.0,Xe đã dùng,96000.0,Lắp ráp trong nước,Sedan,Xăng,Xám,5.0,4.0
Mazda 6 Premium 2.0 AT - 2020,599,TP HCM,2020.0,Xe đã dùng,70000.0,Lắp ráp trong nước,Sedan,Xăng,Xanh,5.0,4.0
Ford Ranger XLS 2.2L 4x2 AT - 2017,475,Hà Nội,2017.0,Xe đã dùng,50000.0,Nhập khẩu,Bán tải / Pickup,Dầu,Đen,5.0,4.0
Ford Ranger Raptor 2.0L 4x4 AT - 2018,830,Hà Nội,2018.0,Xe đã dùng,60000.0,Nhập khẩu,Bán tải / Pickup,Dầu,Xanh,5.0,4.0
Toyota Prado VX 2.7L - 2022,2850,Hà Nội,2022.0,Xe đã dùng,10000.0,Nhập khẩu,SUV,Xăng,Đen,7.0,5.0
Hyundai Accent 1.4 ATH - 2018,415,TP HCM,2018.0,Xe đã dùng,57000.0,Lắp ráp trong nước,Sedan,Xăng,Đỏ,5.0,4.0
VinFast Lux A 2.0 Tiêu chuẩn - 2022,625,Hà Nội,2022.0,Xe đã dùng,13000.0,Lắp ráp trong nước,Sedan,Xăng,Đen,5.0,4.0
BMW 4 Series 420i Coupe - 2014,889,TP HCM,2014.0,Xe đã dùng,5100.0,Nhập khẩu,Coupe,Xăng,Xanh,4.0,2.0
Toyota Yaris RS 1.5 AT - 2012,315,Hà Nội,2012.0,Xe đã dùng,10896.0,Nhập khẩu,Hatchback,Xăng,Đỏ,5.0,5.0
Toyota Corolla LE 1.8 AT - 1996,188,Hà Nội,1996.0,Xe đã dùng,200000.0,Nhập khẩu,Sedan,Xăng,Vàng,5.0,4.0
Honda Civic 1.8 MT - 2010,228,Hà Nội,2010.0,Xe đã dùng,123000.0,Lắp ráp trong nước,Sedan,Xăng,Đen,5.0,4.0
Toyota Yaris 1.3G - 2015,369,Hà Nội,2015.0,Xe đã dùng,60000.0,Nhập khẩu,Hatchback,Xăng,Đỏ,5.0,5.0
Hyundai SantaFe Premium 2.2L HTRAC - 2020,949,Hà Nội,2020.0,Xe đã dùng,37000.0,Lắp ráp trong nước,SUV,Dầu,Đỏ,7.0,5.0
Hyundai Accent 1.4 MT - 2019,352,Hà Nội,2019.0,Xe đã dùng,0.0,Lắp ráp trong nước,Sedan,Xăng,Bạc,5.0,4.0
Ford Everest Titanium 2.0L 4x2 AT - 2019,865,Hà Nội,2019.0,Xe đã dùng,60000.0,Nhập khẩu,SUV,Dầu,Trắng,7.0,5.0
Lexus ES 330 - 2006,360,Hà Nội,2006.0,Xe đã dùng,8000.0,Nhập khẩu,Sedan,Xăng,Trắng,5.0,4.0
Mazda CX5 Premium 2.0 AT - 2022,825,Hà Nội,2022.0,Xe đã dùng,19000.0,Lắp ráp trong nước,SUV,Xăng,Đen,5.0,5.0
Toyota Prado VX 4.0 AT - 2004,568,Hà Nội,2004.0,Xe đã dùng,150000.0,Nhập khẩu,SUV,Xăng,Đen,7.0,5.0
Toyota Avalon Limited Hybrid - 2013,1150,Hà Nội,2013.0,Xe đã dùng,75000.0,Nhập khẩu,Sedan,Hybrid,Trắng,5.0,4.0
VinFast Lux SA 2.0 Plus 2.0 AT - 2021,789,Hà Nội,2021.0,Xe đã dùng,50000.0,Lắp ráp trong nước,SUV,Xăng,Đen,7.0,5.0
Mercedes Benz GLC 300 4Matic - 2023,2799,TP HCM,2023.0,Xe đã dùng,1200.0,Lắp ráp trong nước,SUV,Xăng,Trắng,5.0,5.0
Toyota Camry 2.0Q - 2022,1079,TP HCM,2022.0,Xe đã dùng,22000.0,Nhập khẩu,Sedan,Xăng,Đen,5.0,4.0
Toyota Innova 2.0E - 2018,495,Hà Nội,2018.0,Xe đã dùng,0.0,Lắp ráp trong nước,Crossover,Xăng,Bạc,8.0,5.0
Hyundai SantaFe 2.4L 4WD - 2018,765,Hà Nội,2018.0,Xe đã dùng,60000.0,Lắp ráp trong nước,SUV,Xăng,Cát,7.0,5.0
Volkswagen Tiguan 2.0 AT - 2016,540,Hà Nội,2016.0,Xe đã dùng,70000.0,Nhập khẩu,SUV,Xăng,Trắng,5.0,5.0
Lexus RX 450h - 2020,3850,TP HCM,2020.0,Xe đã dùng,15000.0,Nhập khẩu,SUV,Hybrid,Đỏ,5.0,5.0
Hyundai Creta Cao cấp 1.5 AT - 2022,670,Hà Nội,2022.0,Xe đã dùng,29000.0,Nhập khẩu,Crossover,Xăng,Đỏ,5.0,5.0
Cadillac CTS 3.6 AT - 2008,580,Hà Nội,2008.0,Xe đã dùng,220000.0,Nhập khẩu,Sedan,Xăng,Đen,5.0,4.0
Mazda CX5 2.5 Signature Premium 2WD - 2020,782,Hà Nội,2020.0,Xe đã dùng,28000.0,Lắp ráp trong nước,SUV,Xăng,Trắng,5.0,5.0
Kia Soluto 1.4 AT Luxury - 2022,425,Hà Nội,2022.0,Xe đã dùng,25368.0,Lắp ráp trong nước,Sedan,Xăng,Trắng,5.0,4.0
Nissan Terrano II 2.7 MT - 2004,250,Hà Nội,2004.0,Xe đã dùng,0.0,Nhập khẩu,SUV,Dầu,Xanh,5.0,5.0
Kia Cerato 1.6 AT - 2018,425,Hà Nội,2018.0,Xe đã dùng,68000.0,Lắp ráp trong nước,Sedan,Xăng,Đen,5.0,4.0
Hyundai i10 Grand 1.2 AT - 2017,295,Hà Nội,2017.0,Xe đã dùng,85000.0,Nhập khẩu,Sedan,Xăng,Trắng,5.0,4.0
Honda City RS 1.5 AT - 2023,520,Hà Nội,2023.0,Xe đã dùng,53000.0,Lắp ráp trong nước,Sedan,Xăng,Trắng,5.0,4.0
Suzuki Super Carry Van Blind Van - 2005,58,Hà Nội,2005.0,Xe đã dùng,150000.0,Lắp ráp trong nước,Van/Minivan,Xăng,Trắng,2.0,5.0
Kia Forte SLi 1.6 AT - 2009,268,Hà Nội,2009.0,Xe đã dùng,120000.0,Nhập khẩu,Sedan,Xăng,Đen,5.0,4.0
Mercedes Benz C class C200 Avantgarde - 2022,1399,TP HCM,2022.0,Xe đã dùng,0.0,Lắp ráp trong nước,Sedan,Xăng,Xanh,5.0,4.0
Kia Sedona 2.2 DAT Luxury - 2020,950,Hà Nội,2020.0,Xe đã dùng,61000.0,Lắp ráp trong nước,Van/Minivan,Dầu,Trắng,7.0,5.0
Mitsubishi Jolie - 2005,69,Hà Nội,2005.0,Xe đã dùng,0.0,Lắp ráp trong nước,SUV,-,-,8.0,0.0
Toyota Yaris 1.3G - 2015,420,TP HCM,2015.0,Xe đã dùng,44000.0,Nhập khẩu,Hatchback,Xăng,Bạc,5.0,5.0
Lexus RX 450h - 2020,3850,TP HCM,2020.0,Xe đã dùng,15000.0,Nhập khẩu,SUV,Hybrid,Đỏ,5.0,5.0
Toyota Innova E 2.0 MT - 2021,630,TP HCM,2021.0,Xe đã dùng,119000.0,Lắp ráp trong nước,Crossover,Xăng,Trắng,8.0,5.0
Mercedes Benz C class C200 Exclusive - 2021,1139,Hà Nội,2021.0,Xe đã dùng,30000.0,Lắp ráp trong nước,Sedan,Xăng,Trắng,5.0,4.0
